time,ch1,ch2,ch3
1583.0,1.3,1.47,1.52
1585.0,1.35,1.47,1.53
1587.0,1.38,1.46,1.55
1589.0,1.39,1.5,1.55
1591.0,1.38,1.49,1.51
1593.0,1.36,1.49,1.48
1595.0,1.37,1.47,1.48
1597.0,1.36,1.49,1.49
1599.0,1.37,1.52,1.49
1601.0,1.37,1.54,1.47
1603.0,1.37,1.54,1.46
1605.0,1.39,1.52,1.45
1607.0,1.39,1.49,1.47
1609.0,1.39,1.41,1.48
1611.0,1.38,1.41,1.48
1613.0,1.4,1.44,1.48
1615.0,1.42,1.46,1.46
1617.0,1.43,1.45,1.45
1619.0,1.45,1.48,1.44
1622.0,1.46,1.45,1.44
1623.0,1.45,1.44,1.45
1625.0,1.44,1.44,1.45
1627.0,1.44,1.45,1.44
1629.0,1.46,1.45,1.46
1631.0,1.49,1.43,1.45
1633.0,1.48,1.44,1.45
1635.0,1.47,1.45,1.47
1637.0,1.46,1.45,1.52
1639.0,1.46,1.41,1.54
1641.0,1.46,1.42,1.52
1643.0,1.45,1.46,1.53
1645.0,1.42,1.45,1.53
1647.0,1.44,1.44,1.51
1649.0,1.46,1.43,1.48
1651.0,1.46,1.44,1.46
1653.0,1.45,1.41,1.43
1655.0,1.44,1.43,1.46
1657.0,1.44,1.45,1.48
1659.0,1.45,1.42,1.47
1661.0,1.44,1.47,1.48
1664.0,1.42,1.49,1.46
1665.0,1.42,1.47,1.44
1667.0,1.43,1.45,1.44
1669.0,1.44,1.43,1.44
1671.0,1.43,1.43,1.44
1673.0,1.42,1.41,1.43
1675.0,1.42,1.39,1.44
1677.0,1.41,1.41,1.46
1679.0,1.42,1.48,1.47
1681.0,1.45,1.5,1.47
1683.0,1.44,1.5,1.46
1685.0,1.44,1.49,1.47
1687.0,1.44,1.5,1.52
1689.0,1.42,1.48,1.55
1691.0,1.42,1.46,1.53
1693.0,1.43,1.47,1.5
1695.0,1.43,1.51,1.46
1697.0,1.45,1.47,1.45
