time,ch1,ch2,ch3
789.0,1.4,1.46,1.6
791.0,1.38,1.45,1.61
793.0,1.38,1.45,1.6
795.0,1.38,1.45,1.61
797.0,1.38,1.45,1.63
799.0,1.36,1.45,1.65
801.0,1.34,1.45,1.67
803.0,1.33,1.46,1.67
805.0,1.33,1.46,1.64
807.0,1.33,1.45,1.65
809.0,1.35,1.45,1.66
812.0,1.38,1.45,1.65
813.0,1.41,1.45,1.65
815.0,1.4,1.45,1.63
817.0,1.37,1.45,1.6
819.0,1.37,1.45,1.57
821.0,1.35,1.45,1.58
823.0,1.33,1.46,1.57
825.0,1.29,1.46,1.56
827.0,1.27,1.46,1.56
829.0,1.37,1.45,1.56
831.0,1.43,1.45,1.58
833.0,1.43,1.45,1.56
835.0,1.35,1.45,1.56
837.0,1.34,1.45,1.56
839.0,1.38,1.45,1.55
841.0,1.37,1.45,1.55
843.0,1.34,1.45,1.54
845.0,1.34,1.46,1.52
847.0,1.35,1.46,1.53
849.0,1.35,1.46,1.55
851.0,1.34,1.46,1.54
854.0,1.36,1.45,1.54
855.0,1.39,1.45,1.55
857.0,1.4,1.45,1.54
859.0,1.37,1.45,1.51
861.0,1.38,1.45,1.49
863.0,1.32,1.45,1.5
865.0,1.36,1.46,1.52
867.0,1.39,1.46,1.53
869.0,1.41,1.46,1.54
871.0,1.42,1.45,1.54
873.0,1.41,1.45,1.53
875.0,1.4,1.45,1.52
877.0,1.42,1.45,1.5
879.0,1.41,1.46,1.51
881.0,1.39,1.45,1.51
883.0,1.39,1.46,1.53
885.0,1.39,1.46,1.55
887.0,1.41,1.46,1.55
889.0,1.42,1.46,1.57
891.0,1.45,1.45,1.57
893.0,1.47,1.45,1.57
896.0,1.45,1.45,1.57
897.0,1.43,1.45,1.58
899.0,1.46,1.45,1.59
901.0,1.44,1.46,1.55
903.0,1.4,1.46,1.52
905.0,1.47,1.46,1.52
907.0,1.48,1.46,1.53
909.0,1.48,1.46,1.54
911.0,1.49,1.45,1.55
913.0,1.44,1.45,1.54
915.0,1.41,1.45,1.55
917.0,1.45,1.45,1.58
919.0,1.49,1.45,1.58
921.0,1.5,1.45,1.55
923.0,1.48,1.46,1.52
925.0,1.45,1.46,1.53
927.0,1.48,1.46,1.56
929.0,1.48,1.46,1.6
931.0,1.46,1.45,1.61
933.0,1.45,1.45,1.58
935.0,1.45,1.45,1.57
937.0,1.44,1.45,1.55
940.0,1.45,1.46,1.55
941.0,1.46,1.45,1.57
943.0,1.47,1.46,1.59
945.0,1.46,1.46,1.59
947.0,1.49,1.46,1.57
949.0,1.52,1.46,1.56
951.0,1.55,1.46,1.55
953.0,1.55,1.45,1.53
955.0,1.52,1.45,1.52
957.0,1.5,1.45,1.51
959.0,1.5,1.45,1.5
961.0,1.47,1.45,1.5
963.0,1.51,1.46,1.49
965.0,1.49,1.46,1.46
967.0,1.47,1.46,1.44
969.0,1.55,1.46,1.45
971.0,1.55,1.45,1.47
973.0,1.52,1.45,1.51
975.0,1.51,1.45,1.51
977.0,1.51,1.45,1.54
979.0,1.46,1.45,1.56
982.0,1.41,1.46,1.56
983.0,1.44,1.46,1.58
985.0,1.46,1.46,1.57
