time,ch1,ch2,ch3,button
1146.0,1.61,1.07,0.0,0
1148.0,1.68,1.07,0.0,0
1150.0,1.77,1.07,0.0,0
1153.0,1.82,1.08,0.18,0
1155.0,1.88,1.09,0.26,0
1157.0,1.77,1.1,0.38,0
1159.0,1.74,1.12,0.63,0
1161.0,1.74,1.13,0.85,0
1163.0,1.74,1.13,0.95,0
1165.0,1.71,1.14,1.21,0
1167.0,1.73,1.14,1.53,0
1169.0,1.79,1.14,1.78,0
1171.0,1.91,1.14,2.06,0
1173.0,2.02,1.15,2.47,0
1174.0,2.06,1.16,2.55,0
1176.0,2.08,1.17,2.68,0
1178.0,2.05,1.18,3.07,0
1180.0,2.08,1.19,3.26,0
1182.0,2.11,1.2,3.27,0
1184.0,2.09,1.2,3.27,0
1186.0,1.96,1.2,3.27,0
1188.0,1.8,1.2,3.27,0
1190.0,1.67,1.2,3.27,0
1192.0,1.53,1.21,3.27,0
1195.0,1.47,1.22,3.27,0
1197.0,1.43,1.23,3.27,0
1199.0,1.4,1.24,3.26,0
1201.0,1.36,1.25,3.26,0
1203.0,1.28,1.25,3.26,0
1205.0,1.12,1.25,3.26,0
1207.0,1.09,1.25,3.26,0
1209.0,1.05,0.2,3.25,0
1211.0,1.02,0.0,3.25,0
1213.0,1.03,0.0,3.25,0
1215.0,1.06,0.0,3.25,0
1216.0,1.15,0.0,3.25,0
1218.0,1.18,0.0,3.25,0
1220.0,1.2,0.0,3.25,0
1222.0,1.19,0.0,3.25,0
1224.0,1.18,0.0,3.25,0
1226.0,1.19,0.0,3.25,0
1228.0,1.22,0.0,3.26,0
1230.0,1.25,0.0,3.25,0
1232.0,1.38,0.0,3.25,0
1234.0,1.46,0.0,3.25,0
1236.0,1.47,0.0,3.25,0
1239.0,1.45,0.0,3.25,0
1241.0,1.45,0.0,3.25,0
1243.0,1.41,0.0,3.25,0
1245.0,1.37,0.0,3.25,0
1247.0,1.35,0.0,3.25,0
1249.0,1.34,0.0,3.25,0
1251.0,1.27,0.0,3.25,0
1253.0,1.24,0.0,3.25,0
1255.0,1.25,0.0,3.25,0
1257.0,1.27,0.0,3.25,0
1258.0,1.31,0.0,3.25,0
1260.0,1.27,0.0,3.25,0
1262.0,1.33,0.0,3.25,0
1264.0,1.39,0.0,3.25,0
1266.0,1.42,0.0,3.25,0
1268.0,1.47,0.0,3.24,0
1270.0,1.57,0.0,3.25,0
1272.0,1.57,0.0,3.25,0
1274.0,1.55,0.0,3.25,0
1276.0,1.52,0.0,3.25,0
1278.0,1.44,0.0,3.24,0
1281.0,1.31,0.0,3.25,0
1283.0,1.23,0.0,3.25,0
1285.0,1.13,0.0,3.25,0
1287.0,1.12,0.0,3.25,0
1289.0,1.1,0.0,3.25,0
1291.0,1.07,0.0,3.25,0
1293.0,1.11,0.0,3.25,0
1295.0,1.2,0.0,3.25,0
1297.0,1.29,0.0,3.25,0
1299.0,1.26,0.0,3.25,0
1301.0,1.25,0.0,3.25,0
1302.0,1.26,0.0,3.25,0
1304.0,1.34,0.0,3.25,0
1306.0,1.39,0.0,3.25,0
1308.0,1.43,0.0,3.25,0
1310.0,1.44,0.0,3.25,0
1312.0,1.44,0.0,3.25,0
1314.0,1.45,0.0,3.25,0
1316.0,1.46,0.0,3.25,0
1318.0,1.51,0.0,3.25,0
1320.0,1.51,0.0,3.25,0
1323.0,1.43,0.0,3.25,0
1325.0,1.47,0.0,3.25,0
1327.0,1.56,0.0,3.25,0
1329.0,1.64,0.0,3.24,0
1331.0,1.65,0.0,3.25,0
1333.0,1.67,0.0,3.25,0
1335.0,1.75,0.0,3.25,0
1337.0,1.68,0.0,3.25,0
1339.0,1.57,0.0,3.25,0
1341.0,1.46,0.0,3.25,0
1343.0,1.43,0.0,3.25,0
1344.0,1.39,0.0,3.25,0
1346.0,1.51,0.0,3.24,0
1348.0,1.74,0.0,3.25,0
1350.0,1.8,0.0,3.25,0
1352.0,1.79,1.35,3.26,0
1354.0,1.76,3.3,3.3,0
1356.0,1.75,3.3,3.3,0
1358.0,1.75,3.3,3.3,0
1360.0,1.82,3.3,3.3,0
1362.0,1.79,3.3,3.3,0
1364.0,1.66,3.3,3.3,0
1367.0,1.53,3.3,3.3,0
1369.0,1.54,3.3,3.3,0
1371.0,1.63,3.3,3.3,0
1373.0,1.58,3.3,3.3,0
1375.0,1.48,3.3,3.3,0
1377.0,1.48,3.3,3.3,0
1379.0,1.5,3.3,3.3,0
1381.0,1.44,3.3,3.3,0
1383.0,1.42,3.3,3.3,0
1385.0,1.53,3.3,3.3,0
1386.0,1.36,3.3,3.3,0
1388.0,1.37,3.3,3.3,0
1390.0,1.61,3.3,3.3,0
1392.0,1.66,3.3,3.3,0
1394.0,1.59,3.3,3.3,0
1396.0,1.55,3.3,3.3,0
1398.0,1.44,3.3,3.3,0
1400.0,1.43,3.3,3.3,0
1402.0,1.46,3.3,3.3,0
1404.0,1.5,3.3,3.3,0
1406.0,1.48,3.3,3.3,0
1409.0,1.42,3.3,3.3,0
1411.0,1.33,3.3,3.3,0
1413.0,1.42,3.3,3.3,0
1415.0,1.42,3.3,3.3,0
1417.0,1.43,3.3,3.3,0
1419.0,1.51,3.3,3.3,0
1421.0,1.49,3.3,3.3,0
1423.0,1.4,3.3,3.3,0
1425.0,1.37,3.3,3.3,0
1427.0,1.35,3.3,3.3,0
1429.0,1.35,3.3,3.3,0
1430.0,1.39,3.3,3.3,0
1432.0,1.39,3.3,3.3,0
1434.0,1.37,3.3,3.3,0
1436.0,1.35,3.3,3.3,0
1438.0,1.33,3.3,3.3,0
1440.0,1.31,3.3,3.3,0
1442.0,1.3,3.3,3.3,0
1444.0,1.34,3.3,3.3,0
1446.0,1.51,3.3,3.3,0
1448.0,1.44,3.3,3.3,0
1451.0,1.43,3.3,3.3,0
1453.0,1.54,3.3,3.3,0
1455.0,1.62,3.3,3.3,0
1457.0,1.67,3.3,3.3,0
1459.0,1.63,3.3,3.3,0
1461.0,1.59,3.3,3.3,0
1463.0,1.54,3.3,3.3,0
1465.0,1.52,3.3,3.3,0
1467.0,1.49,3.3,3.3,0
1469.0,1.44,3.3,3.3,0
1471.0,1.44,3.3,3.3,0
1472.0,1.43,3.3,3.3,0
1474.0,1.39,3.3,3.3,0
1476.0,1.37,3.3,3.3,0
1478.0,1.32,3.3,3.3,0
1480.0,1.25,3.3,3.3,0
1482.0,1.18,3.3,3.3,0
1484.0,1.12,3.3,3.3,0
1486.0,1.08,3.3,3.3,0
1488.0,1.03,3.3,3.3,0
1490.0,1.08,3.3,3.3,0
1492.0,1.09,3.3,3.3,0
1495.0,1.13,3.3,3.3,0
1497.0,1.19,3.3,3.3,0
1499.0,1.2,3.3,3.3,0
1501.0,1.25,3.3,3.3,0
1503.0,1.31,3.3,3.3,0
1505.0,1.31,3.3,3.3,0
1507.0,1.31,3.3,3.3,0
1509.0,1.11,3.3,3.3,0
1511.0,1.14,3.3,3.3,0
1513.0,1.22,3.3,3.3,0
1514.0,1.27,3.3,3.3,0
1516.0,1.27,3.3,3.3,0
1518.0,1.17,3.3,3.3,0
