time,ch2
1385.0,1.6
1387.0,1.7
1389.0,1.76
1391.0,1.76
1393.0,1.64
1395.0,1.63
1397.0,1.63
1399.0,1.62
1401.0,1.55
1403.0,1.55
1405.0,1.71
1408.0,1.6
1410.0,1.58
1412.0,1.57
1414.0,1.39
1416.0,1.4
1418.0,1.3
1420.0,1.32
1422.0,1.4
1423.0,1.25
1425.0,1.26
1427.0,1.15
1429.0,1.14
1431.0,1.26
1433.0,1.28
1435.0,1.27
1437.0,1.31
1439.0,1.5
1441.0,1.58
1443.0,1.38
1445.0,1.36
1447.0,1.44
1449.0,1.39
1452.0,1.32
1454.0,1.22
1456.0,1.32
1458.0,1.35
1460.0,1.45
1462.0,1.49
1464.0,1.51
1466.0,1.71
1467.0,1.68
1469.0,1.51
1471.0,1.46
1473.0,1.45
1475.0,1.64
1477.0,1.76
1479.0,1.69
1481.0,1.6
1483.0,1.51
1485.0,1.55
1487.0,1.55
1489.0,1.67
1491.0,1.72
1494.0,1.61
1496.0,1.74
1498.0,1.76
1500.0,1.88
1502.0,1.91
1504.0,1.81
1506.0,1.91
1508.0,2.01
1509.0,1.85
1511.0,1.76
1513.0,1.69
1515.0,1.77
1517.0,1.64
1519.0,1.61
1521.0,1.63
1523.0,1.49
1525.0,1.47
1527.0,1.48
1529.0,1.36
1531.0,1.32
1533.0,1.32
1536.0,1.46
1538.0,1.49
1540.0,1.51
1542.0,1.46
1544.0,1.54
1546.0,1.64
1548.0,1.64
1550.0,1.64
1552.0,1.67
1553.0,1.69
1555.0,1.74
1557.0,1.76
1559.0,1.8
1561.0,1.72
1563.0,1.62
1565.0,1.71
1567.0,1.65
1569.0,1.65
1571.0,1.71
1573.0,1.61
1575.0,1.76
1577.0,1.84
1580.0,1.8
1582.0,1.73
1584.0,1.6
1586.0,1.63
1588.0,1.7
1590.0,1.75
1592.0,1.74
1594.0,1.59
1595.0,1.66
1597.0,1.44
1599.0,1.4
1601.0,1.35
1603.0,1.24
1605.0,1.33
1607.0,1.41
1609.0,1.4
1611.0,1.47
1613.0,1.34
1615.0,1.35
1617.0,1.35
1619.0,1.35
1622.0,1.3
1624.0,1.25
1626.0,1.33
1628.0,1.32
1630.0,1.38
1632.0,1.35
1634.0,1.21
1636.0,1.17
1638.0,1.24
1639.0,1.28
1641.0,1.23
1643.0,1.19
1645.0,1.26
1647.0,1.26
1649.0,1.31
1651.0,1.3
1653.0,1.26
1655.0,1.35
1657.0,1.26
1659.0,1.33
1661.0,1.29
1664.0,1.21
1666.0,1.31
1668.0,1.31
1670.0,1.23
1672.0,1.2
1674.0,1.18
1676.0,1.32
1678.0,1.34
1680.0,1.38
1681.0,1.35
1683.0,1.21
1685.0,1.23
1687.0,1.26
1689.0,1.33
1691.0,1.43
1693.0,1.33
1695.0,1.47
1697.0,1.56
1699.0,3.17
1701.0,3.3
1703.0,2.68
1705.0,2.38
1708.0,2.06
1710.0,1.83
1712.0,1.75
1714.0,1.6
1716.0,1.62
1718.0,1.49
1720.0,1.45
1722.0,1.36
1724.0,1.3
1725.0,1.46
1727.0,1.55
1729.0,1.61
1731.0,1.56
1733.0,1.41
1735.0,1.38
1737.0,1.36
1739.0,1.37
1741.0,1.41
1743.0,1.26
1745.0,1.3
1747.0,1.44
1750.0,1.5
1752.0,1.37
1754.0,1.34
1756.0,1.36
1758.0,1.38
1760.0,1.45
1762.0,1.41
1764.0,1.3
1766.0,1.39
1768.0,1.35
1769.0,1.29
1771.0,1.31
1773.0,1.25
1775.0,1.3
1777.0,1.33
1779.0,1.33
1781.0,1.32
1783.0,1.27
1785.0,1.34
1787.0,1.37
1789.0,1.4
1792.0,1.35
1794.0,1.24
1796.0,1.26
1798.0,1.23
1800.0,1.11
1802.0,1.06
1804.0,0.93
1806.0,0.99
1808.0,1.03
1810.0,1.02
1811.0,0.94
1813.0,0.84
1815.0,1.04
1817.0,0.92
1819.0,0.89
1821.0,1.01
1823.0,0.91
1825.0,0.89
1827.0,0.98
1829.0,1.02
1831.0,0.95
1833.0,0.92
1836.0,0.95
1838.0,0.93
1840.0,1.01
1842.0,0.91
1844.0,0.85
1846.0,0.99
1848.0,1.02
1850.0,0.97
1852.0,0.96
1854.0,1.0
1855.0,1.13
1857.0,1.11
1859.0,1.21
1861.0,1.16
1863.0,1.14
1865.0,1.3
1867.0,1.34
1869.0,1.27
1871.0,1.32
1873.0,1.31
1875.0,1.49
1878.0,1.51
1880.0,1.48
1882.0,1.43
1884.0,1.31
1886.0,1.28
1888.0,1.29
1890.0,1.41
1892.0,1.35
1894.0,1.25
1896.0,1.33
1897.0,1.25
1899.0,1.18
1901.0,1.11
1903.0,1.02
1905.0,1.08
1907.0,1.16
1909.0,1.15
1911.0,1.01
1913.0,0.92
1915.0,0.96
1917.0,0.9
1920.0,0.94
1922.0,0.95
1924.0,0.9
1926.0,1.02
1928.0,1.1
1930.0,1.2
1932.0,1.38
1934.0,1.42
1936.0,1.4
1938.0,1.51
1940.0,1.5
1941.0,1.45
1943.0,1.23
1945.0,1.21
1947.0,1.15
1949.0,1.12
1951.0,1.09
1953.0,1.11
1955.0,1.16
1957.0,1.35
1959.0,1.44
1961.0,1.4
1964.0,1.36
1966.0,1.52
1968.0,1.53
1970.0,1.53
1972.0,1.64
1974.0,1.61
1976.0,1.74
1978.0,1.8
1980.0,1.82
1982.0,1.82
1983.0,1.68
1985.0,1.71
1987.0,1.79
1989.0,1.93
1991.0,1.89
1993.0,1.74
1995.0,1.79
1997.0,1.84
1999.0,1.83
2001.0,1.75
2003.0,1.65
2006.0,1.81
2008.0,1.91
2010.0,1.83
2012.0,1.79
2014.0,1.65
2016.0,1.68
2018.0,1.61
2020.0,1.68
2022.0,1.51
2024.0,1.27
2026.0,1.32
2027.0,1.27
2029.0,1.21
2031.0,1.14
2033.0,1.03
2035.0,0.97
2037.0,1.01
2039.0,0.98
2041.0,0.94
2043.0,0.8
2045.0,0.75
2048.0,0.67
2050.0,0.67
2052.0,0.61
2054.0,0.63
2056.0,0.72
2058.0,0.76
2060.0,0.78
2062.0,0.8
2064.0,0.66
2066.0,0.45
2068.0,0.07
2069.0,0.0
2071.0,0.0
2073.0,0.0
2075.0,0.0
2077.0,0.04
2079.0,0.19
2081.0,0.31
2083.0,0.35
2085.0,0.47
2087.0,0.68
2089.0,0.79
2092.0,0.86
2094.0,0.91
2096.0,1.05
2098.0,1.12
2100.0,1.1
2102.0,1.19
